,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,EWS_DaysToThreat,scenario,policy,model,A.1_Expected Annual Damage,A.1_Dike Investment Costs,A.1_Expected Number of Deaths,A.2_Expected Annual Damage,A.2_Dike Investment Costs,A.2_Expected Number of Deaths,A.3_Expected Annual Damage,A.3_Dike Investment Costs,A.3_Expected Number of Deaths,A.4_Expected Annual Damage,A.4_Dike Investment Costs,A.4_Expected Number of Deaths,A.5_Expected Annual Damage,A.5_Dike Investment Costs,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
10,14,340.5788229500208,10,0.3338212714305996,83.75818915183933,1.0,0.2858903445432748,185.36143948107178,1.0,0.22198033685175717,176.81219271191108,10,0.22707154592043727,328.6279916651573,1.0,0.8543810244553747,1.5,2.5,3.5,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,5,8,8,2,6,7,8,7,0,4,1,10,3,1,1,1,44704,44689,dikesnet,0.0,262321137.22669458,0.0,8096478.814454335,209379725.79999262,0.002076154048563459,0.0,82060304.65513833,0.0,0.0,41038624.720261365,0.0,0.0,86682896.14650115,0.0,997200000.0,159.90224581089788
11,106,176.39713898264324,1.0,0.04444243579877046,157.8935586105745,10,0.9417432831949024,275.3993303132433,1.0,0.8509636272001058,257.02160329516425,1.5,0.744778542894259,173.11038414575046,10,0.7918468303062172,2.5,4.5,2.5,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,5,8,8,2,6,7,8,7,0,4,1,10,3,1,1,1,44705,44689,dikesnet,0.0,262321137.22669458,0.0,0.0,209379725.79999262,0.0,0.0,82060304.65513833,0.0,0.0,41038624.720261365,0.0,0.0,86682896.14650115,0.0,997200000.0,0.0
12,87,217.33207386752196,1.0,0.9499960139602021,320.11173789307577,1.0,0.8924875450095311,165.90759015719658,10,0.7778364366269592,163.1004777432569,1.0,0.1815992987866431,118.97021304726925,1.0,0.3495020603639613,3.5,2.5,4.5,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,5,8,8,2,6,7,8,7,0,4,1,10,3,1,1,1,44706,44689,dikesnet,0.0,262321137.22669458,0.0,0.0,209379725.79999262,0.0,0.0,82060304.65513833,0.0,0.0,41038624.720261365,0.0,4531467.89627105,86682896.14650115,0.001842145164037094,997200000.0,167.58573565075244
13,63,105.4271295919039,1.5,0.7278302441715343,221.9734923356307,10,0.26864294187619386,46.52935077760149,10,0.891879591372359,325.363903055015,1.5,0.5030227150698595,252.0913340083526,10,0.37906981574514914,1.5,4.5,4.5,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,5,8,8,2,6,7,8,7,0,4,1,10,3,1,1,1,44707,44689,dikesnet,0.0,262321137.22669458,0.0,8042082.039434906,209379725.79999262,0.002048767938800263,0.0,82060304.65513833,0.0,0.0,41038624.720261365,0.0,0.0,86682896.14650115,0.0,997200000.0,159.14360014523933
14,73,226.87993393146962,1.0,0.4467181084184424,333.2987405906827,1.0,0.43623455496369523,31.950797319328267,1.0,0.08965676168911732,214.93006107129412,1.5,0.1325079016455028,39.004603060718566,1.0,0.4444732744569553,3.5,4.5,3.5,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,5,8,8,2,6,7,8,7,0,4,1,10,3,1,1,1,44708,44689,dikesnet,0.0,262321137.22669458,0.0,733882.2543553801,209379725.79999262,0.00031087670328647124,0.0,82060304.65513833,0.0,195677.34484892339,41038624.720261365,4.478543859533714e-05,0.0,86682896.14650115,0.0,997200000.0,31.47281434772104
15,102,345.4996104457123,1.0,0.5647302728434286,287.58590990795545,10,0.5264734834167187,296.2251090690645,1.5,0.007968134365984739,297.5652313939778,1.5,0.5358349253818062,140.62319093151507,10,0.8010888468838431,4.5,3.5,1.5,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,5,8,8,2,6,7,8,7,0,4,1,10,3,1,1,1,44709,44689,dikesnet,0.0,262321137.22669458,0.0,0.0,209379725.79999262,0.0,0.0,82060304.65513833,0.0,0.0,41038624.720261365,0.0,0.0,86682896.14650115,0.0,997200000.0,0.0
16,23,110.79376033782404,1.5,0.15016072680519357,230.30013543916326,1.0,0.8421814240000691,247.37140055131954,1.0,0.3026960223013993,287.20955672818235,10,0.07361285081095928,292.6876510096763,1.5,0.13447515062806495,4.5,1.5,2.5,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,5,8,8,2,6,7,8,7,0,4,1,10,3,1,1,1,44710,44689,dikesnet,0.0,262321137.22669458,0.0,0.0,209379725.79999262,0.0,0.0,82060304.65513833,0.0,2962594.458427919,41038624.720261365,0.0006787445709082289,40232931.88369734,86682896.14650115,0.014327808560629778,997200000.0,1461.4646457920883
17,125,127.90484189907409,1.0,0.6341653754992337,161.83165689238092,10,0.07361312261533974,250.47770143888295,10,0.4111330194016853,94.23911533731774,10,0.30246338905906633,136.9940922001125,1.5,0.27129395949205254,3.5,1.5,4.5,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,5,8,8,2,6,7,8,7,0,4,1,10,3,1,1,1,44711,44689,dikesnet,0.0,262321137.22669458,0.0,38337044.31696958,209379725.79999262,0.01509151753209394,0.0,82060304.65513833,0.0,0.0,41038624.720261365,0.0,3019698.3131872383,86682896.14650115,0.0007564827909774118,997200000.0,1330.7989531188837
18,89,257.8890858973942,10,0.7555144429440759,144.83998649750782,1.0,0.49252537502760874,56.2123557156533,1.5,0.3640894564101019,104.45897705554059,1.5,0.8789793298436466,228.27758365650402,10,0.38600431804990587,4.5,1.5,3.5,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,5,8,8,2,6,7,8,7,0,4,1,10,3,1,1,1,44712,44689,dikesnet,0.0,262321137.22669458,0.0,602554.7853761833,209379725.79999262,0.0003117505980901161,0.0,82060304.65513833,0.0,0.0,41038624.720261365,0.0,0.0,86682896.14650115,0.0,997200000.0,23.515037150816916
19,122,42.70783537273557,10,0.27090479087908287,283.5413748357669,1.0,0.900962493598756,62.87580844682122,10,0.33862558087894334,64.6091814624008,1.5,0.8275928842481093,265.16428313043934,1.5,0.024416477953804576,1.5,3.5,3.5,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,5,8,8,2,6,7,8,7,0,4,1,10,3,1,1,1,44713,44689,dikesnet,0.0,262321137.22669458,0.0,0.0,209379725.79999262,0.0,0.0,82060304.65513833,0.0,0.0,41038624.720261365,0.0,146084793.903785,86682896.14650115,0.042516711218194794,997200000.0,4159.8359522893315
20,60,284.52731807722824,1.0,0.8264512844713489,149.6405294964567,1.5,0.44488072610802454,160.8358681750202,10,0.38471485207766093,282.5677282992927,1.5,0.3598028407235654,131.82178819118218,10,0.5319131386561282,2.5,2.5,1.5,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,5,8,8,2,6,7,8,7,0,4,1,10,3,1,1,1,44714,44689,dikesnet,0.0,262321137.22669458,0.0,926806.4939341644,209379725.79999262,0.00031454015342391423,0.0,82060304.65513833,0.0,0.0,41038624.720261365,0.0,0.0,86682896.14650115,0.0,997200000.0,23.592312969887235
21,78,306.542684343099,1.5,0.21520540450971884,294.74020153202343,1.5,0.7438840176259647,132.6402358611376,10,0.601698679431708,207.0658176242532,1.0,0.21378056535779405,111.84203635783629,10,0.6818088673871926,1.5,4.5,1.5,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,5,8,8,2,6,7,8,7,0,4,1,10,3,1,1,1,44715,44689,dikesnet,0.0,262321137.22669458,0.0,0.0,209379725.79999262,0.0,0.0,82060304.65513833,0.0,0.0,41038624.720261365,0.0,0.0,86682896.14650115,0.0,997200000.0,0.0
22,8,228.83751055990518,1.5,0.00422796942964256,37.55375160473973,1.0,0.9365170783231797,288.7131738243147,1.0,0.7487175926861978,337.19713597322647,10,0.2906472771522387,181.19381797807483,10,0.07618703899385416,2.5,2.5,4.5,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,5,8,8,2,6,7,8,7,0,4,1,10,3,1,1,1,44716,44689,dikesnet,8257237.819770028,262321137.22669458,0.0018424232403135132,0.0,209379725.79999262,0.0,0.0,82060304.65513833,0.0,0.0,41038624.720261365,0.0,73788895.99823958,86682896.14650115,0.024955978305634386,997200000.0,2392.977987336444
23,116,98.89359593569924,1.5,0.38913571174668105,209.89342391391654,10,0.37246568845526934,121.84170091541156,1.0,0.5671120573284424,301.76452137216904,1.5,0.0900294743447688,69.30978158235928,1.0,0.9917345348517399,3.5,1.5,1.5,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,5,8,8,2,6,7,8,7,0,4,1,10,3,1,1,1,44717,44689,dikesnet,0.0,262321137.22669458,0.0,727188.0688242057,209379725.79999262,0.0003053899037479362,0.0,82060304.65513833,0.0,783853.2961335612,41038624.720261365,0.00017101963023808965,0.0,86682896.14650115,0.0,997200000.0,56.49442802161336
24,20,253.68575299695308,10,0.7852252112521024,32.97335877346234,1.0,0.9912667812239766,337.28716073413136,10,0.6207977081902809,134.91992908763564,1.0,0.25046417250321196,81.69500011530019,1.5,0.8954399597609958,1.5,2.5,2.5,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,5,8,8,2,6,7,8,7,0,4,1,10,3,1,1,1,44718,44689,dikesnet,0.0,262321137.22669458,0.0,0.0,209379725.79999262,0.0,0.0,82060304.65513833,0.0,0.0,41038624.720261365,0.0,0.0,86682896.14650115,0.0,997200000.0,0.0
25,36,136.67119006197183,1.0,0.5368229220965572,255.85642450271507,1.5,0.6351763971186404,102.25935723884749,1.0,0.9047430796316357,177.8269693428593,1.0,0.9027736763784653,303.02215433696836,1.0,0.21541838102599642,2.5,4.5,1.5,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,5,8,8,2,6,7,8,7,0,4,1,10,3,1,1,1,44719,44689,dikesnet,0.0,262321137.22669458,0.0,0.0,209379725.79999262,0.0,0.0,82060304.65513833,0.0,0.0,41038624.720261365,0.0,5027254.885873942,86682896.14650115,0.0016144788784471285,997200000.0,149.17033768969856
26,83,163.84130111040793,1.0,0.0963813716140695,88.75422772634927,1.5,0.0987989220124365,210.02452536607382,1.0,0.975563865891982,274.9392703703222,10,0.3854499635001592,47.38744379294961,10,0.006624316725063806,4.5,3.5,3.5,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,5,8,8,2,6,7,8,7,0,4,1,10,3,1,1,1,44720,44689,dikesnet,0.0,262321137.22669458,0.0,21538123.531772718,209379725.79999262,0.010470424404407194,0.0,82060304.65513833,0.0,0.0,41038624.720261365,0.0,280494770.51744765,86682896.14650115,0.11736669712917805,997200000.0,12865.857839547927
27,54,235.22308224701237,10,0.17257939161550664,203.4336941958651,10,0.4158522157938852,42.48762990396854,1.5,0.7231811529197381,317.2140340079594,10,0.02111832960178982,342.7723683161977,1.5,0.04992506089278828,3.5,2.5,1.5,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,5,8,8,2,6,7,8,7,0,4,1,10,3,1,1,1,44721,44689,dikesnet,0.0,262321137.22669458,0.0,728050.5380238385,209379725.79999262,0.0003060968150793457,0.0,82060304.65513833,0.0,11039427.832269069,41038624.720261365,0.002065059538680026,67500343.08475277,86682896.14650115,0.02011417634864615,997200000.0,2416.9584622933817
28,119,118.22670449131203,10,0.6077725115106782,186.7404580617079,1.5,0.31641587387840064,336.40320678698436,1.5,0.9507431186514079,269.0928886281422,10,0.1621643857137592,274.7805624043774,1.5,0.6616820230950875,2.5,3.5,4.5,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,5,8,8,2,6,7,8,7,0,4,1,10,3,1,1,1,44722,44689,dikesnet,0.0,262321137.22669458,0.0,3903767.1475778236,209379725.79999262,0.0013070793868026486,0.0,82060304.65513833,0.0,0.0,41038624.720261365,0.0,0.0,86682896.14650115,0.0,997200000.0,99.79007277136414
29,68,291.7435466944389,1.0,0.12524279798458676,178.68081755835706,1.5,0.7106726378479672,255.38531944266987,1.5,0.06415215340222863,191.46717862290382,10,0.7841934241851666,62.99937577251701,1.5,0.25125725115004544,4.5,1.5,1.5,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,5,8,8,2,6,7,8,7,0,4,1,10,3,1,1,1,44723,44689,dikesnet,0.0,262321137.22669458,0.0,0.0,209379725.79999262,0.0,0.0,82060304.65513833,0.0,0.0,41038624.720261365,0.0,12377282.087046474,86682896.14650115,0.005371361555682557,997200000.0,491.34789562130527
30,95,320.7566005997398,1.5,0.6862756157857758,66.99278855611655,10,0.9725397032822174,206.86751323680753,10,0.5399049019206053,263.8883848112238,1.0,0.7118128554183998,259.90830943328814,10,0.7057366191064149,4.5,3.5,1.5,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,5,8,8,2,6,7,8,7,0,4,1,10,3,1,1,1,44724,44689,dikesnet,0.0,262321137.22669458,0.0,0.0,209379725.79999262,0.0,0.0,82060304.65513833,0.0,0.0,41038624.720261365,0.0,0.0,86682896.14650115,0.0,997200000.0,0.0
31,4,63.6600637330148,10,0.8141345210143407,119.16504880585627,1.0,0.5876447100044631,130.85709630758117,10,0.5099841962869861,221.90571856966739,1.5,0.9349603858155953,231.39140583412396,10,0.9180435175568278,2.5,2.5,2.5,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,5,8,8,2,6,7,8,7,0,4,1,10,3,1,1,1,44725,44689,dikesnet,0.0,262321137.22669458,0.0,0.0,209379725.79999262,0.0,0.0,82060304.65513833,0.0,0.0,41038624.720261365,0.0,0.0,86682896.14650115,0.0,997200000.0,0.0
32,69,49.10069973066206,10,0.6758268067390673,328.93038113855584,1.5,0.737127944447932,344.33915550238066,1.5,0.6660857212657831,234.14053311696304,1.5,0.6482263486987102,123.80671487636124,1.0,0.08331576490741609,2.5,3.5,1.5,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,5,8,8,2,6,7,8,7,0,4,1,10,3,1,1,1,44726,44689,dikesnet,0.0,262321137.22669458,0.0,0.0,209379725.79999262,0.0,0.0,82060304.65513833,0.0,0.0,41038624.720261365,0.0,83046585.61532432,86682896.14650115,0.02700708009555803,997200000.0,2512.9918673227776
33,7,298.10527814299263,1.5,0.6435207171890707,80.28136914914714,1.5,0.7850699831297118,202.45115516000192,10,0.5815023082780402,120.07076248104087,1.0,0.042679844145267196,308.6850742120318,1.5,0.5576510989670879,3.5,1.5,2.5,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,5,8,8,2,6,7,8,7,0,4,1,10,3,1,1,1,44727,44689,dikesnet,0.0,262321137.22669458,0.0,0.0,209379725.79999262,0.0,0.0,82060304.65513833,0.0,4597410.134260107,41038624.720261365,0.0008128433759327683,0.0,86682896.14650115,0.0,997200000.0,162.61831592519187
34,111,194.14228283646938,10,0.9758390415325169,72.69277055812186,1.5,0.6613746212639907,279.9147023412851,1.0,0.284396984861346,321.9577117749716,1.0,0.7339389293973972,218.53028695178023,1.5,0.5680214252710715,3.5,4.5,2.5,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,5,8,8,2,6,7,8,7,0,4,1,10,3,1,1,1,44728,44689,dikesnet,0.0,262321137.22669458,0.0,0.0,209379725.79999262,0.0,0.0,82060304.65513833,0.0,0.0,41038624.720261365,0.0,0.0,86682896.14650115,0.0,997200000.0,0.0
35,91,92.98508316055921,1.5,0.2824778594017301,301.16901829069536,10,0.7746716444117194,220.5091843869013,10,0.149462723555069,119.17692966230705,1.5,0.9436959518811024,78.92933220710941,1.0,0.4748865085496417,3.5,1.5,2.5,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,5,8,8,2,6,7,8,7,0,4,1,10,3,1,1,1,44729,44689,dikesnet,0.0,262321137.22669458,0.0,0.0,209379725.79999262,0.0,0.0,82060304.65513833,0.0,0.0,41038624.720261365,0.0,0.0,86682896.14650115,0.0,997200000.0,0.0
36,104,149.31700749270658,1.0,0.7099391621983554,313.43284354717775,10,0.010684066899792951,235.23775860655292,1.0,0.18643179190122713,107.71191802878295,10,0.6100452533051749,344.9573585531211,1.0,0.49791527451798,1.5,4.5,4.5,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,5,8,8,2,6,7,8,7,0,4,1,10,3,1,1,1,44730,44689,dikesnet,0.0,262321137.22669458,0.0,337490686.66608953,209379725.79999262,0.07641025371102386,0.0,82060304.65513833,0.0,0.0,41038624.720261365,0.0,0.0,86682896.14650115,0.0,997200000.0,7147.686275686733
37,99,120.51031996834215,1.5,0.9011617277617229,338.2395569698526,1.0,0.5734324679909422,98.05571262733551,1.0,0.10386716947123441,54.05426520839899,1.5,0.444329326455881,165.15408092901654,1.0,0.8329150614690018,2.5,2.5,1.5,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,5,8,8,2,6,7,8,7,0,4,1,10,3,1,1,1,44731,44689,dikesnet,0.0,262321137.22669458,0.0,0.0,209379725.79999262,0.0,0.0,82060304.65513833,0.0,0.0,41038624.720261365,0.0,0.0,86682896.14650115,0.0,997200000.0,0.0
38,23,279.40992382859224,1.5,0.029870652758435392,223.1552090145864,1.5,0.14568186495160268,322.80455940660795,1.5,0.2085680151281401,32.79638998621492,10,0.5421219608989327,211.79832397724783,1.5,0.2350419783535576,1.5,4.5,3.5,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,5,8,8,2,6,7,8,7,0,4,1,10,3,1,1,1,44732,44689,dikesnet,0.0,262321137.22669458,0.0,16578872.138903763,209379725.79999262,0.00419020020903846,0.0,82060304.65513833,0.0,0.0,41038624.720261365,0.0,1537552.0391916458,86682896.14650115,0.0007653802238431403,997200000.0,397.986348602257
39,12,329.61595846164624,10,0.3569052479848499,309.0951347382164,10,0.13241131967243133,153.6490249297292,10,0.043599212910832866,240.23686746292492,1.0,0.6227483181289281,322.853773937965,1.0,0.946859431530993,2.5,3.5,4.5,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,5,8,8,2,6,7,8,7,0,4,1,10,3,1,1,1,44733,44689,dikesnet,0.0,262321137.22669458,0.0,21157594.911062274,209379725.79999262,0.006808046085569288,0.0,82060304.65513833,0.0,0.0,41038624.720261365,0.0,0.0,86682896.14650115,0.0,997200000.0,548.2135073633573
40,41,312.4831092192962,1.0,0.4092870319242881,174.89192657442825,10,0.5186170383496572,302.8073079048628,1.5,0.6599362871025379,339.9117188938227,1.0,0.43548356652184056,30.62181242844455,1.5,0.10242100579431482,4.5,1.5,4.5,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,5,8,8,2,6,7,8,7,0,4,1,10,3,1,1,1,44734,44689,dikesnet,0.0,262321137.22669458,0.0,0.0,209379725.79999262,0.0,0.0,82060304.65513833,0.0,0.0,41038624.720261365,0.0,34471360.22331722,86682896.14650115,0.012773699439187502,997200000.0,1193.2989951220761
41,57,208.63446647440776,10,0.2534999726991558,100.98235449379511,10,0.6511537446989296,305.41541122829295,10,0.7146372600385855,127.98873104218296,10,0.8079209222909575,186.28864077319295,1.0,0.7790382584506557,2.5,1.5,4.5,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,5,8,8,2,6,7,8,7,0,4,1,10,3,1,1,1,44735,44689,dikesnet,0.0,262321137.22669458,0.0,0.0,209379725.79999262,0.0,0.0,82060304.65513833,0.0,0.0,41038624.720261365,0.0,0.0,86682896.14650115,0.0,997200000.0,0.0
