,A.1_Expected Annual Damage,A.1_Dike Investment Costs,A.1_Expected Number of Deaths,A.2_Expected Annual Damage,A.2_Dike Investment Costs,A.2_Expected Number of Deaths,A.3_Expected Annual Damage,A.3_Dike Investment Costs,A.3_Expected Number of Deaths,A.4_Expected Annual Damage,A.4_Dike Investment Costs,A.4_Expected Number of Deaths,A.5_Expected Annual Damage,A.5_Dike Investment Costs,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
24,0.0,110573595.57493308,0.0,9131452.157687955,205978966.35311538,0.0012935841817878243,27296835.520613234,69113893.35624374,0.008180892839527594,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,1443.5339663942968
25,0.0,110573595.57493308,0.0,3671973.1318172896,205978966.35311538,0.0006670500249318707,4762295.1021866,69113893.35624374,0.001796430003396787,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,418.14735320989644
26,0.0,110573595.57493308,0.0,6014819.825134797,205978966.35311538,0.0013146608009706197,2495448.375293344,69113893.35624374,0.0010337449400733636,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,516.3082803527217
27,0.0,110573595.57493308,0.0,3669851.329127434,205978966.35311538,0.0006663253969465502,46035473.155648634,69113893.35624374,0.016766080204841674,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,2383.4348462530347
28,0.0,110573595.57493308,0.0,174250646.84536347,205978966.35311538,0.03313012095176939,25210023.57596374,69113893.35624374,0.0066613761844254715,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,12805.57906345413
29,0.0,110573595.57493308,0.0,123749198.00342834,205978966.35311538,0.024218871593749726,614532.0274105641,69113893.35624374,0.0002544320408144701,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,8380.719728413822
30,0.0,110573595.57493308,0.0,41002482.367178485,205978966.35311538,0.008412674928826013,8699518.688275978,69113893.35624374,0.0023370056558434833,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,2995.8781528654335
31,0.0,110573595.57493308,0.0,123993627.50661094,205978966.35311538,0.024289629905681582,16551305.291086657,69113893.35624374,0.006723283485015877,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,9230.83964583097
32,0.0,110573595.57493308,0.0,5968910.849462706,205978966.35311538,0.0012955372714971098,1058297241.6143961,69113893.35624374,0.262802914402549,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,42562.15447840672
33,0.0,110573595.57493308,0.0,29205720.64017428,205978966.35311538,0.003126433526142773,6936210.22825981,69113893.35624374,0.0023403547152515336,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,1251.5158433915556
34,0.0,110573595.57493308,0.0,14647523.90773756,205978966.35311538,0.0031013857844105113,30219167.544442896,69113893.35624374,0.008687204133800808,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,2084.935525143132
35,0.0,110573595.57493308,0.0,648596.0136924515,205978966.35311538,7.312548977101365e-05,2156403.4183048313,69113893.35624374,0.0005070426058689985,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,84.11610715470404
36,0.0,110573595.57493308,0.0,400677.41040546115,205978966.35311538,7.390614601641629e-05,0.0,69113893.35624374,0.0,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,20.99378874132303
37,0.0,110573595.57493308,0.0,16493520.518931458,205978966.35311538,0.0022962826532390767,0.0,69113893.35624374,0.0,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,700.3912952192903
38,0.0,110573595.57493308,0.0,12137083.814725645,205978966.35311538,0.0025901144386295616,943591.8030991222,69113893.35624374,0.0002557207049165125,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,820.4401835109337
39,0.0,110573595.57493308,0.0,190920668.699491,205978966.35311538,0.024494879478626188,3045948.9091008995,69113893.35624374,0.0010350529403930307,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,8525.923547803608
40,0.0,110573595.57493308,0.0,13100434.844559574,205978966.35311538,0.0018267778901564216,0.0,69113893.35624374,0.0,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,556.0344748408927
41,0.0,110573595.57493308,0.0,17725914.697129097,205978966.35311538,0.003053583494333706,0.0,69113893.35624374,0.0,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,948.9815150954587
42,0.0,110573595.57493308,0.0,11865588.674822757,205978966.35311538,0.0012982277952045015,16081557.011588238,69113893.35624374,0.0033133904786613547,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,808.260758927378
43,0.0,110573595.57493308,0.0,36418497.311056845,205978966.35311538,0.003871398118542655,0.0,69113893.35624374,0.0,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,1195.9144470142037
44,0.0,110573595.57493308,0.0,44333461.09942504,205978966.35311538,0.0046401559582918955,5632635.062149757,69113893.35624374,0.002301119503333848,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,1756.9887236112008
45,0.0,110573595.57493308,0.0,88516726.10670893,205978966.35311538,0.011695519382208554,11365094.649686119,69113893.35624374,0.0038080931574377406,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,4320.6674754356645
46,0.0,110573595.57493308,0.0,266769906.27847672,205978966.35311538,0.033127434481177054,20072212.8344026,69113893.35624374,0.006654438884645253,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,12805.010591568107
47,0.0,110573595.57493308,0.0,4558090.904728963,205978966.35311538,0.0006531456982738239,18892624.015468292,69113893.35624374,0.004358285795409813,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,748.3784782696478
48,0.0,110573595.57493308,0.0,11717877.239046725,205978966.35311538,0.0012672421838332627,0.0,69113893.35624374,0.0,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,382.7714974744693
49,0.0,110573595.57493308,0.0,2988773.2434021058,205978966.35311538,0.0006579981639717547,33910953.90844525,69113893.35624374,0.009223281923350615,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,1383.9845749594292
50,0.0,110573595.57493308,0.0,10479149.27543945,205978966.35311538,0.0018413011047139212,45668333.91020696,69113893.35624374,0.016534904828903824,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,2745.0271355455397
51,0.0,110573595.57493308,0.0,82777597.36511132,205978966.35311538,0.01645730049448315,0.0,69113893.35624374,0.0,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,5538.906102421839
52,0.0,110573595.57493308,0.0,11885917.570135618,205978966.35311538,0.0013024922128270205,6872059.935191281,69113893.35624374,0.002575772573846946,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,712.5431112460969
53,0.0,110573595.57493308,0.0,22424402.3600459,205978966.35311538,0.00467716755609641,4917241.569290235,69113893.35624374,0.001019828525975413,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,1595.796159489993
54,0.0,110573595.57493308,0.0,176352187.77502447,205978966.35311538,0.03372754361632985,341597855.10314244,69113893.35624374,0.10803052133034378,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,28935.624816748757
55,0.0,110573595.57493308,0.0,264437775.07704142,205978966.35311538,0.03269471194449285,11280077.830773288,69113893.35624374,0.0045617063222747395,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,12453.726826011038
56,0.0,110573595.57493308,0.0,10455845.103552485,205978966.35311538,0.0018333423745243733,747779.7567011502,69113893.35624374,0.00025337482706722656,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,588.3615134293075
57,0.0,110573595.57493308,0.0,327786.0953244861,205978966.35311538,7.3609036274706e-05,246712981.43545085,69113893.35624374,0.08583246882470269,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,12492.05888687024
58,0.0,110573595.57493308,0.0,0.0,205978966.35311538,0.0,15498664.572094016,69113893.35624374,0.00460468853855532,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,588.0763749223196
59,0.0,110573595.57493308,0.0,2028002.2076554324,205978966.35311538,0.00029640220971425494,0.0,69113893.35624374,0.0,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,84.80262162355837
60,0.0,110573595.57493308,0.0,29151084.263213217,205978966.35311538,0.0031149723854778434,25366609.08297258,69113893.35624374,0.006735568444996675,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,1825.1654670062255
61,0.0,110573595.57493308,0.0,5898799.127168307,205978966.35311538,0.0006504136072769757,11918706.410713825,69113893.35624374,0.0035887378495385765,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,651.5060823674517
62,0.0,110573595.57493308,0.0,5964533.993652457,205978966.35311538,0.0006642028918758103,0.0,69113893.35624374,0.0,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,193.04149919145823
63,0.0,110573595.57493308,0.0,14730236.74897686,205978966.35311538,0.003135840080855183,4959688.878968591,69113893.35624374,0.0010353352033168714,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,1086.382573111674
64,0.0,110573595.57493308,0.0,10582602.45394538,205978966.35311538,0.0018766319432853775,1945748.8257139744,69113893.35624374,0.0005272862253797294,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,626.7651456036025
65,0.0,110573595.57493308,0.0,115635848.85986215,205978966.35311538,0.01182581207329544,0.0,69113893.35624374,0.0,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,3855.443193053008
66,0.0,110573595.57493308,0.0,2604030.7112046327,205978966.35311538,0.0002908896369835252,1401727332.837556,69113893.35624374,0.2610991359148892,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,42217.99194736847
67,0.0,110573595.57493308,0.0,44312286.28832713,205978966.35311538,0.004636183489084862,0.0,69113893.35624374,0.0,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,1462.4562608058563
68,0.0,110573595.57493308,0.0,5932384.9940286875,205978966.35311538,0.0012803223105289814,0.0,69113893.35624374,0.0,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,384.21521022987747
69,12234974.562280262,110573595.57493308,0.0017415360764044974,124309623.46785976,205978966.35311538,0.024378619004084136,5646547.525813606,69113893.35624374,0.0023112119652742204,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,8840.981479421485
70,0.0,110573595.57493308,0.0,186913616.40262622,205978966.35311538,0.029285052273457377,0.0,69113893.35624374,0.0,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,10469.316454716707
71,0.0,110573595.57493308,0.0,2608508.2655963255,205978966.35311538,0.0002918288991303297,68812997.0068301,69113893.35624374,0.018458750880103063,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,2543.1534619377194
72,0.0,110573595.57493308,0.0,27864784.557779554,205978966.35311538,0.003813082160829601,0.0,69113893.35624374,0.0,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,1189.4778509511289
73,0.0,110573595.57493308,0.0,14512648.381918535,205978966.35311538,0.003045202956205455,16132094.182815984,69113893.35624374,0.00550673165717414,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,1670.512418089619
74,0.0,110573595.57493308,0.0,40721867.43553484,205978966.35311538,0.008321276171286744,0.0,69113893.35624374,0.0,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,2687.5085232512565
75,0.0,110573595.57493308,0.0,138945631.54884484,205978966.35311538,0.014052515225595759,0.0,69113893.35624374,0.0,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,4658.03499835346
76,0.0,110573595.57493308,0.0,12126042.422698295,205978966.35311538,0.002585515111749089,0.0,69113893.35624374,0.0,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,788.3019453608629
77,0.0,110573595.57493308,0.0,149892772.94888324,205978966.35311538,0.023971090901974995,0.0,69113893.35624374,0.0,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,8305.286736090797
78,0.0,110573595.57493308,0.0,3662162.300589393,205978966.35311538,0.0006636994764096255,22427865.71574235,69113893.35624374,0.005404779005501982,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,882.68023677207
79,0.0,110573595.57493308,0.0,4933899.990598637,205978966.35311538,0.0010846944466851485,27052094.74181291,69113893.35624374,0.008554398388410947,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,1413.9512942530027
80,0.0,110573595.57493308,0.0,1320038.5066636945,205978966.35311538,0.0002945051080346575,25258298.407884855,69113893.35624374,0.009266998313981933,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,1276.7448582831946
81,0.0,110573595.57493308,0.0,14756565.53469917,205978966.35311538,0.0025739658997927005,0.0,69113893.35624374,0.0,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,787.027206590801
82,0.0,110573595.57493308,0.0,17122311.86547972,205978966.35311538,0.0018542804039854274,21226988.74319868,69113893.35624374,0.005811575019835607,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,1307.1478184022324
83,0.0,110573595.57493308,0.0,24128003.172817193,205978966.35311538,0.0025957348653680296,24737709.54178039,69113893.35624374,0.005077386505172598,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,1441.3604647705397
84,0.0,110573595.57493308,0.0,2611253.7273625415,205978966.35311538,0.0002924048180554666,19883981.583708063,69113893.35624374,0.004633262289611879,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,672.7800909534194
85,0.0,110573595.57493308,0.0,40242601.625798285,205978966.35311538,0.008169107059154138,0.0,69113893.35624374,0.0,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,2663.5843860268947
86,0.0,110573595.57493308,0.0,37500815.010733984,205978966.35311538,0.006341931927878373,0.0,69113893.35624374,0.0,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,2020.764714319957
87,0.0,110573595.57493308,0.0,0.0,205978966.35311538,0.0,0.0,69113893.35624374,0.0,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,0.0
88,0.0,110573595.57493308,0.0,189884674.958617,205978966.35311538,0.02429830387838197,0.0,69113893.35624374,0.0,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,8363.100220843397
89,0.0,110573595.57493308,0.0,4858882.421657544,205978966.35311538,0.0010534456403314026,703927591.7385945,69113893.35624374,0.2599623417489472,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,42420.428955416275
90,0.0,110573595.57493308,0.0,4901002.706928022,205978966.35311538,0.0010709909787975861,899174549.0565801,69113893.35624374,0.26355090620471877,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,42563.55263642357
91,0.0,110573595.57493308,0.0,10566533.314863516,205978966.35311538,0.0018711440871645424,3810727.409982573,69113893.35624374,0.0010290544449585097,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,689.178157635218
92,0.0,110573595.57493308,0.0,124377904.67130701,205978966.35311538,0.024401277496647736,16584856.263761427,69113893.35624374,0.006747622230687679,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,9250.726024827827
93,0.0,110573595.57493308,0.0,25963620.256888125,205978966.35311538,0.005388276043419681,9249441.597816162,69113893.35624374,0.002556218584771609,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,2028.0729913982386
94,0.0,110573595.57493308,0.0,82770559.85075878,205978966.35311538,0.016455214528581213,3791255.7671121648,69113893.35624374,0.001019828525975413,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,5666.685154551521
95,0.0,110573595.57493308,0.0,11880161.601658095,205978966.35311538,0.0013012847761693738,330570774.1804421,69113893.35624374,0.08534157466191603,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,12846.947510875036
96,0.0,110573595.57493308,0.0,5985690.528311943,205978966.35311538,0.0013025268999593376,1934772.479956044,69113893.35624374,0.0005220854892442579,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,451.8317814095926
97,0.0,110573595.57493308,0.0,1303834.3946830833,205978966.35311538,0.00028775523377767967,0.0,69113893.35624374,0.0,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,83.84821577216644
98,0.0,110573595.57493308,0.0,88704124.90660673,205978966.35311538,0.017375950657422822,5576571.690899331,69113893.35624374,0.0022604496799103983,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,6274.111909014115
99,0.0,110573595.57493308,0.0,651549.7655775901,205978966.35311538,7.374510197313688e-05,18173070.15462704,69113893.35624374,0.0046555692422265834,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,609.6619234338152
100,0.0,110573595.57493308,0.0,9179288.092992976,205978966.35311538,0.001306599017199232,0.0,69113893.35624374,0.0,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,387.11548921588883
101,0.0,110573595.57493308,0.0,5958851.17461685,205978966.35311538,0.0006630107998674608,58093977.269377254,69113893.35624374,0.013404078794409675,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,1930.922952141338
102,0.0,110573595.57493308,0.0,177291528.81820166,205978966.35311538,0.03399549640765273,0.0,69113893.35624374,0.0,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,12092.839387366437
103,0.0,110573595.57493308,0.0,62807545.75066532,205978966.35311538,0.008419426575806164,617535.8107886772,69113893.35624374,0.00025661106317551355,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,2734.0711245058546
104,0.0,110573595.57493308,0.0,6650265.874517607,205978966.35311538,0.0009551857428869369,0.0,69113893.35624374,0.0,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,279.65731712021613
105,0.0,110573595.57493308,0.0,8671833.544552527,205978966.35311538,0.001874791550938113,0.0,69113893.35624374,0.0,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,561.3339597860239
106,0.0,110573595.57493308,0.0,27392552.87428845,205978966.35311538,0.004689847100908353,0.0,69113893.35624374,0.0,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,1469.260496517115
107,0.0,110573595.57493308,0.0,3635818.948999596,205978966.35311538,0.0006547028199908293,7909526.886242999,69113893.35624374,0.002026422048797493,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,448.10690467915174
108,0.0,110573595.57493308,0.0,87753437.9785294,205978966.35311538,0.011542936473030136,0.0,69113893.35624374,0.0,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,3809.36698022086
109,0.0,110573595.57493308,0.0,642349.1897435002,205978966.35311538,7.181508575138013e-05,744208.0574824646,69113893.35624374,0.0002512505673366711,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,52.34002774481867
110,0.0,110573595.57493308,0.0,13264087.553506024,205978966.35311538,0.0018713032675319835,0.0,69113893.35624374,0.0,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,560.9489421661597
111,0.0,110573595.57493308,0.0,47407746.60715478,205978966.35311538,0.0064183905910185175,31043658.421564024,69113893.35624374,0.010070028556224261,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,3356.8839764884406
112,0.0,110573595.57493308,0.0,17128068.120416097,205978966.35311538,0.0018554879007339044,8077644.758733477,69113893.35624374,0.002556218584771609,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,884.8499865156175
113,0.0,110573595.57493308,0.0,349117249.0885244,205978966.35311538,0.033574828326006716,0.0,69113893.35624374,0.0,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,12025.051952621718
114,0.0,110573595.57493308,0.0,51861797.49174841,205978966.35311538,0.005445187713048022,4949983.473572707,69113893.35624374,0.0010317896643632278,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,1838.0346957108004
115,0.0,110573595.57493308,0.0,217168178.4291373,205978966.35311538,0.034132549372433735,0.0,69113893.35624374,0.0,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,12125.119266269243
116,0.0,110573595.57493308,0.0,40842935.30787334,205978966.35311538,0.008360283029863573,16516724.268232621,69113893.35624374,0.006698197514231251,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,3562.489943942448
117,0.0,110573595.57493308,0.0,11927333.080352783,205978966.35311538,0.001311179995852002,752719.569217531,69113893.35624374,0.00025631276897178097,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,419.2587949314267
118,0.0,110573595.57493308,0.0,4902197.704359266,205978966.35311538,0.001071488758768988,49223231.12867429,69113893.35624374,0.013336211720680483,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,2053.4307207588363
119,0.0,110573595.57493308,0.0,50053525.332736984,205978966.35311538,0.008424080326405908,187609497.4721625,69113893.35624374,0.05945048224236035,0.0,50926482.34608282,0.0,0.0,201552622.8315531,0.0,935800000.0,11313.108033707558
