,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,EWS_DaysToThreat,scenario,policy,model,A.4 Total Costs,A.4_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
10,67,42.07838189699705,1.0,0.131934831603631,135.53694879441557,10,0.9160213033369548,299.72834863834584,10,0.9564201361918335,264.6106996049883,1.5,0.49694907260331916,186.06242511894848,1.5,0.5949743039212658,3.5,2.5,3.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,15,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
11,129,72.6832418704494,1.0,0.3295838231220585,131.168176310033,1.5,0.4377587999329904,76.89777997319061,1.0,0.34505062028700684,210.5756105208547,1.5,0.9326592178960268,250.17987918462694,1.5,0.3164092996076156,2.5,4.5,2.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,16,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
12,115,211.31677087553896,1.5,0.22511929108139936,337.67352122587175,10,0.842046703263983,239.15353507666998,1.5,0.5309447766437217,90.47283992754241,10,0.9513434060935941,85.49834748193209,1.5,0.345246896659814,3.5,2.5,1.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,17,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
13,88,205.859575198196,10,0.7789171424663649,105.074970010486,1.5,0.738746828907628,242.34942921416086,10,0.9895873116558022,201.58553932418107,1.5,0.28581783858778126,89.11795996880261,1.5,0.2876838014083175,2.5,3.5,1.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,18,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
14,26,266.3955126719108,10,0.45287006978800665,55.726267029342914,1.0,0.9720862485663337,62.808321417486674,10,0.5928302414919929,138.14030328035517,10,0.8723100625090942,306.9772392755276,10,0.6616386062148519,3.5,1.5,4.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,19,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
15,4,55.05093741635308,1.5,0.15951314303099198,317.1293864356583,1.0,0.46019730758199395,313.56689621735876,1.0,0.14257192684694214,248.43473370494152,1.5,0.026551692734244264,291.3110860141108,1.0,0.08736167194410221,1.5,4.5,3.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,20,0,dikesnet,34322850.04901576,0.0,862300000.0,583.905343755476
16,33,296.3298284106431,1.5,0.024070176559328263,216.53670003743974,1.5,0.8902896468604616,59.80493431100743,10,0.8592285805437075,309.6164559149697,1.0,0.7449078191977483,261.79326070096806,1.0,0.29404493427525147,2.5,3.5,1.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,21,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
17,104,159.77904591561798,1.5,0.5019329380986787,221.300796123748,1.5,0.2422189037744849,110.5686239697514,1.0,0.013226223442267367,305.7764184000531,1.0,0.17275178566738653,115.52938920278888,10,0.12914238245335669,1.5,2.5,1.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,22,0,dikesnet,34322850.04901576,0.0,862300000.0,31017.961640023084
18,72,139.33474388041336,1.5,0.14635776954450774,47.782969492880795,10,0.20721143875903122,150.57396647789216,10,0.4888765674445389,296.04992060323065,1.0,0.19141508107941874,269.9070792900758,10,0.254219664533511,2.5,2.5,1.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,23,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
19,114,133.38499312565287,1.5,0.5578147060410971,213.0524264017409,10,0.9419868663066271,323.2078150039508,1.0,0.9487836936913278,315.387525654933,1.5,0.09570724371198948,206.0934925573663,10,0.051629521327305423,2.5,2.5,4.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,24,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
20,19,105.648658568685,10,0.1192519954122838,303.9761444378282,1.0,0.37639558316062616,193.08396191819315,1.0,0.1037998519971508,49.69050615938128,1.0,0.006854547688808146,321.8524612560993,1.0,0.4064830798467023,1.5,3.5,3.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,25,0,dikesnet,39042513.30317039,0.000235061051425307,862300000.0,1755.4689293050978
21,7,270.1016734498628,1.0,0.3401373838814128,159.7175290572904,1.0,0.33189587336230925,84.77551339195244,1.5,0.5840724762553935,235.29329439587443,1.0,0.6758835940582916,251.8906346259078,10,0.9614603008950001,2.5,2.5,3.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,26,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
22,32,186.0122018384249,1.5,0.6729618172303987,324.3168105571808,1.0,0.8106345301897795,291.08923670287606,10,0.6558332995924328,38.241393906503596,1.5,0.16681190583886413,61.32599333491186,1.0,0.011676431018426818,3.5,4.5,3.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,27,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
23,123,255.88223293291935,1.5,0.2506314163872195,45.11851698490503,1.0,0.17822027053705486,35.075195222488205,1.0,0.54103841269521,143.87469820206462,1.0,0.3524783059363428,295.58289994405004,10,0.9510515848010475,3.5,1.5,4.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,28,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
24,108,143.77654059964556,10,0.6807268283110456,291.4035078709443,1.0,0.4835624473619387,104.68621744015391,1.0,0.2827805382260806,87.16218681468587,1.0,0.805387815864682,32.98409289410502,1.0,0.23403405660487325,4.5,4.5,3.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,29,0,dikesnet,34322850.04901576,0.0,862300000.0,135.47230834370848
25,120,37.07118443123963,1.0,0.5324227134495019,127.76679756245525,10,0.31953915667569444,185.4367806762989,10,0.6473253850534255,95.32304275544729,10,0.5298304558569853,255.47266507083333,1.0,0.22621157179710977,2.5,4.5,3.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,30,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
26,46,130.1308673499173,1.0,0.3334731656248,142.08458375361565,10,0.7253266967982385,40.20524568753221,1.0,0.7207907033367692,33.04555693712971,1.5,0.4688106777920469,111.24386845980831,10,0.3907913920521316,4.5,3.5,2.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,31,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
27,24,228.33211489453464,1.5,0.872506619846296,204.02077544984252,10,0.0916994058094225,247.02039490053252,1.5,0.4527761218328541,325.68199223727385,10,0.3250750457833216,91.18239166922943,10,0.7123183642524626,1.5,2.5,3.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,32,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
28,3,92.23255128892343,1.5,0.0860907188201277,82.00584407486636,1.5,0.6569581716240747,221.39463582192914,1.5,0.17175436566510632,154.66722013949283,1.5,0.5986253504981595,52.08509220594989,1.0,0.8505174741629978,1.5,2.5,1.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,33,0,dikesnet,34322850.04901576,0.0,862300000.0,899.531321915016
29,82,126.6033242882918,1.5,0.27997819925901907,74.92678496266859,1.0,0.3986826222057789,68.42774577764442,1.5,0.6370286959061211,125.94190710223982,1.0,0.5152480740170685,274.1080237571417,10,0.14597886632319795,1.5,3.5,4.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,34,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
30,45,289.8237020804529,10,0.041411562318993206,99.17434079280915,10,0.64192730355251,114.2781155595693,1.0,0.3628407225866751,41.40333465768626,1.0,0.13234701435531007,316.246462162131,1.5,0.9221231393198499,2.5,3.5,2.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,35,0,dikesnet,34322850.04901576,0.0,862300000.0,135.85686219279063
31,0,88.79483595951994,1.5,0.2370721504897006,225.2472429460014,10,0.8370269514371171,276.19901180613147,1.5,0.802737273577157,268.4422244251863,1.0,0.6529137285229019,48.49116594584484,1.5,0.0781018298240244,3.5,3.5,2.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,36,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
32,101,149.99427293699506,1.5,0.6663448501352457,188.00061736317411,1.0,0.25473865128640544,213.49626503525698,10,0.6720714373608373,127.04648882616297,10,0.2264739064244087,68.78868852913024,1.5,0.04097513244689812,3.5,3.5,2.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,37,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
33,109,328.9856747336499,1.0,0.41386877790228793,190.30200713897867,1.0,0.5443895584926113,217.91772868808152,1.5,0.04953293407133318,93.6579498469952,10,0.44372924440390643,187.25799553809782,1.5,0.6208053915029407,3.5,4.5,2.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,38,0,dikesnet,34322850.04901576,0.0,862300000.0,6060.017949581768
34,2,250.19992513410412,1.0,0.6327383265320402,288.6675964681357,10,0.6306417379523013,208.89923206476305,1.0,0.4736049510995517,314.16709188294533,1.5,0.040282638690461656,271.61217500098815,1.0,0.8229012657464545,3.5,3.5,4.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,39,0,dikesnet,34473731.04560438,1.165454203647324e-05,862300000.0,12.568821432484901
35,121,199.24350749275843,1.5,0.9144731329929244,37.4945712863533,1.0,0.2936882908791842,199.3660958679735,1.5,0.3561088923210672,216.51916372050704,1.0,0.33354520776988844,244.32237562130967,10,0.8134622390659086,4.5,3.5,4.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,40,0,dikesnet,34322850.04901576,0.0,862300000.0,135.8480308842602
36,9,152.82633258896257,1.0,0.5282191826165862,247.29637560848897,1.5,0.12885301134974997,135.79734320885646,1.5,0.318748776808889,59.69677415900115,1.5,0.7737333596537002,120.33356953242748,1.5,0.13019417368127953,3.5,1.5,1.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,41,0,dikesnet,34322850.04901576,0.0,862300000.0,56.64526995005929
37,14,234.28427272911264,10,0.09004402102345836,253.4958021361187,1.0,0.5069395925542455,281.5154772900772,10,0.792268726693718,205.48041102170745,10,0.5530679348482315,118.6505891471981,10,0.5747817907049856,4.5,1.5,2.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,42,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
38,65,199.88543559015488,1.0,0.7901308634720963,295.2428608651415,1.5,0.5393139933271464,102.26741503130172,1.0,0.05367346579437917,71.51029188024808,1.0,0.42720057744854895,108.27756409498333,10,0.6543227716268027,4.5,2.5,4.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,43,0,dikesnet,34322850.04901576,0.0,862300000.0,4548.446693258189
39,92,262.80270625765417,10,0.9384166271785347,140.7059829387823,10,0.11992183654910182,269.4509445857652,10,0.15640475978715002,63.85298380905917,1.5,0.36030231610244257,319.789405348654,1.5,0.11577597154709547,3.5,3.5,3.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,44,0,dikesnet,34322850.04901576,0.0,862300000.0,893.1593465759252
40,44,238.07760455235868,10,0.8231497046150292,118.52166573864812,10,0.6704496527772146,211.7127577499501,1.5,0.51936194322476,319.3366318547238,1.5,0.7527703199629584,287.1508880549564,1.5,0.5692256684905543,2.5,1.5,1.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,45,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
41,90,247.57050147712715,1.5,0.9659924321586123,32.057386820580184,10,0.0074995794538807135,146.01151785825016,1.0,0.07418855337409948,182.4345444917903,10,0.7238000646742554,55.209332898519726,1.5,0.737383833301616,1.5,3.5,1.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,46,0,dikesnet,34322850.04901576,0.0,862300000.0,2070.52210137464
42,70,44.37875753459119,1.5,0.8339309208775237,114.62583159974696,10,0.576668637729715,55.427777510078116,1.5,0.6807552388383864,132.25163620935118,1.0,0.813565124569158,165.05931813159827,1.5,0.8618153359477566,1.5,1.5,4.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,47,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
43,42,81.89391662728205,1.5,0.7896081648508172,301.01231394157855,1.5,0.2368405223480821,263.69865052054735,1.0,0.7462670828977094,349.4757587270275,1.5,0.38957318689421677,329.0844690781963,1.5,0.5591583417320773,1.5,4.5,4.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,48,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
44,28,79.77927643541872,10,0.5602988687548135,277.94054004605107,1.5,0.42417702663208107,73.35440751651491,10,0.6026215464129345,172.20529427064724,1.0,0.30938678047127904,244.67323803604305,1.0,0.6985139974826291,4.5,1.5,4.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,49,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
45,48,176.02937355743364,10,0.4856443126095103,224.89289800547886,1.0,0.34442234612907713,80.7439989335242,1.0,0.020892425836087535,162.89764672861554,1.0,0.4526781924245931,340.50683196283836,1.0,0.7604896164242735,1.5,4.5,1.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,50,0,dikesnet,34322850.04901576,0.0,862300000.0,14310.776245878038
46,125,349.66681275163376,1.0,0.244514738246887,264.82184551322996,10,0.6976630087146196,88.18911691071723,1.5,0.16797217292611646,147.513520370981,1.0,0.9051630175416115,103.37454384921705,1.5,0.24416211869418042,3.5,4.5,3.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,51,0,dikesnet,34322850.04901576,0.0,862300000.0,900.8589603431934
47,87,58.93454758480071,10,0.7214417982341148,92.19144410175858,1.5,0.028096415933339242,141.2136299887114,1.5,0.6222630208384536,324.2201730028743,1.5,0.9454734890754601,104.21044725769364,1.5,0.7010241791777674,4.5,1.5,1.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,52,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
48,57,342.30235168896616,1.0,0.37046569873616314,153.64452853582256,10,0.1075376385305611,287.6254854786903,1.5,0.1227299298910728,168.48203895400056,1.5,0.7857799040460355,158.6403273737451,1.5,0.09809170851911611,1.5,1.5,4.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,53,0,dikesnet,34322850.04901576,0.0,862300000.0,894.9478442193085
49,59,65.69848411911731,10,0.9953645698355463,72.30669919852694,1.5,0.6863405550187776,340.71829777287473,1.0,0.9142569862689711,243.382164963818,10,0.5774002704636405,64.69195662461723,1.5,0.10410929210817128,2.5,2.5,1.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,54,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
50,8,138.3138275551305,1.5,0.7193346209134692,176.8709852575127,1.0,0.4554435137031398,180.4336674285611,1.0,0.3809430345698264,207.2236008109179,1.0,0.8451083572813679,84.37155677458635,10,0.2710318556001016,3.5,2.5,4.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,55,0,dikesnet,34322850.04901576,0.0,862300000.0,56.72134324420875
51,53,325.56002433139247,10,0.18254296735345782,250.53699894257434,1.0,0.4140297321841392,256.6166169023778,10,0.18890720606020106,213.7228391420786,1.5,0.20593647314612998,339.0111826481725,10,0.7972885132219437,4.5,1.5,4.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,56,0,dikesnet,34322850.04901576,0.0,862300000.0,898.5970616673461
52,90,217.54274172335153,1.0,0.12191144260450788,186.63939960664547,1.5,0.7975464808363155,48.47532409133851,10,0.7618731934496341,54.372458195176385,10,0.86948642818667,150.87970857428658,1.0,0.5094858322323929,3.5,3.5,4.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,57,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
53,23,293.36326421101586,1.5,0.9295578686096705,263.47565188583326,1.0,0.8685233391326329,316.9832008933428,1.5,0.5280253768152023,76.41914204700682,1.5,0.7076600562550716,227.9019654038418,1.0,0.45990282627454404,3.5,2.5,2.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,58,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
54,68,155.83866768567685,1.0,0.29532939587639073,313.47369848279885,1.0,0.526040970910571,326.4752081428174,1.0,0.8624372617499393,81.46008916649083,1.0,0.9930650991332226,236.9205887440265,10,0.8819029703162682,2.5,2.5,2.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,59,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
55,57,166.40099103609904,10,0.07805905786605422,239.30255629686374,1.0,0.9681786038319515,168.80990053095996,1.5,0.49210598351592566,300.46131698434,1.5,0.6251801356179718,161.25747321532256,10,0.32778272164448513,4.5,4.5,2.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,60,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
56,39,58.28525664805444,1.0,0.0694927352036448,273.3251995790689,10,0.5863810026738951,201.50820315139757,1.5,0.06894770926495036,133.43683739076874,1.0,0.07715455861455835,140.93721604482482,1.0,0.6452105773813688,1.5,4.5,3.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,61,0,dikesnet,34322850.04901576,0.0,862300000.0,2835.319044733368
57,103,317.2668036883268,10,0.211467812951339,285.51231769400044,1.5,0.16519415534238355,194.74486786738268,1.0,0.4246539527887606,122.68570619202008,1.0,0.5829556843220671,347.319201671378,1.0,0.15006077196002507,1.5,1.5,3.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,62,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
58,82,192.1580754610588,10,0.6575710616613903,259.113112366405,10,0.7417756921364661,302.29429489022584,1.0,0.3325407280510064,234.13030936211055,10,0.05401328423767069,99.46279751936147,1.5,0.8078505350795098,2.5,3.5,2.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,63,0,dikesnet,34322850.04901576,0.0,862300000.0,135.79956337532997
59,41,112.52538833429452,1.0,0.3903999033914693,79.5013521364985,1.0,0.49711957526154127,335.9472773478843,1.0,0.4348133013056728,160.69646029085192,10,0.25995835803686307,238.07424082612198,1.5,0.035329428673762237,3.5,1.5,3.5,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,7,5,10,4,7,1,3,3,6,1,5,10,6,10,3,64,0,dikesnet,34322850.04901576,0.0,862300000.0,0.0
